,WSAID,PROEVEAAR,simple_mean,sd,n,weighted_mean,Hardness,Hardness_class
42163,2814,2019,17.3,,1,17.3,17.3,Fairly hard
42164,2814,2020,17.1,,1,17.1,17.1,Fairly hard
42165,2814,2021,16.6,,1,16.6,16.6,Fairly hard
42166,2814,2022,15.7,,1,15.7,15.7,Fairly hard
42167,2815,1989,18.8,,1,18.8,18.8,Hard
42168,2815,1990,18.4,,1,18.4,18.4,Hard
42169,2815,1991,18.3,,1,18.3,18.3,Hard
42170,2815,1992,18.4,,1,18.4,18.4,Hard
42171,2815,1993,18.4,,1,18.4,18.4,Hard
42172,2815,1994,17.1,,1,17.1,17.1,Fairly hard
42173,2815,1995,18,,1,18,18,Fairly hard
42174,2815,1996,19.1,,1,19.1,19.1,Hard
42175,2815,1997,18.1,,1,18.1,18.1,Hard
42176,2815,1998,18.3,,1,18.3,18.3,Hard
42177,2815,1999,18.5,,1,18.5,18.5,Hard
42178,2815,2000,18.4,,1,18.4,18.4,Hard
42179,2815,2001,19.1,,1,19.1,19.1,Hard
42180,2815,2002,17.9,,1,17.9,17.9,Fairly hard
42181,2815,2003,19.2,,1,19.2,19.2,Hard
42182,2815,2004,19.1,,1,19.1,19.1,Hard
42183,2815,2005,17.6,,1,17.6,17.6,Fairly hard
42184,2815,2007,18.5,,1,18.5,18.5,Hard
42185,2815,2009,18.8,,1,18.8,18.8,Hard
42186,2815,2010,19.1,,1,19.1,19.1,Hard
42187,2815,2011,18.9,,1,18.9,18.9,Hard
42188,2815,2012,16.7,,1,16.7,16.7,Fairly hard
42189,2815,2013,18.6,,1,18.6,18.6,Hard
42190,2815,2014,19.2,,1,19.2,19.2,Hard
42191,2815,2015,17.9,,1,17.9,17.9,Fairly hard
42192,2815,2016,19,,1,19,19,Hard
42193,2815,2017,18.9,,1,18.9,18.9,Hard
42194,2815,2018,18,,1,18,18,Fairly hard
42195,2815,2019,18,,1,18,18,Fairly hard
42196,2815,2020,17,,1,17,17,Fairly hard
42197,2815,2021,18.6,,1,18.6,18.6,Hard
42198,2815,2022,19.1,,1,19.1,19.1,Hard
42199,2815,2023,20,,1,20,20,Hard
42200,2816,1991,17.9,,1,17.9,17.9,Fairly hard
42201,2816,1992,17.5,,1,17.5,17.5,Fairly hard
42202,2816,1993,17,,1,17,17,Fairly hard
42203,2816,1994,17.2,,1,17.2,17.2,Fairly hard
42204,2816,1996,16.8,,1,16.8,16.8,Fairly hard
42205,2816,2001,16.7,,1,16.7,16.7,Fairly hard
42206,2816,2003,16.8,,1,16.8,16.8,Fairly hard
42207,2816,2005,17.1,,1,17.1,17.1,Fairly hard
42208,2816,2007,16.9,,1,16.9,16.9,Fairly hard
42209,2816,2009,16.9,,1,16.9,16.9,Fairly hard
42210,2816,2011,17.6,,1,17.6,17.6,Fairly hard
42211,2817,1990,18.5,,1,18.5,18.5,Hard
42212,2817,1991,18.7,,1,18.7,18.7,Hard
42213,2817,1992,18.2,,1,18.2,18.2,Hard
42214,2817,1993,18,,1,18,18,Fairly hard
42215,2817,1994,17.7,,1,17.7,17.7,Fairly hard
42216,2817,1995,17.6,,1,17.6,17.6,Fairly hard
42217,2817,1996,18.3,,1,18.3,18.3,Hard
42218,2817,1997,16.5,,1,16.5,16.5,Fairly hard
42219,2817,1998,16.7,,1,16.7,16.7,Fairly hard
42220,2817,1999,17.2,,1,17.2,17.2,Fairly hard
42221,2817,2000,17.1,,1,17.1,17.1,Fairly hard
42222,2817,2001,16.3,,1,16.3,16.3,Fairly hard
42223,2817,2002,17.3,,1,17.3,17.3,Fairly hard
42224,2817,2003,16.9,,1,16.9,16.9,Fairly hard
42225,2817,2004,16.7,,1,16.7,16.7,Fairly hard
42226,2817,2005,17.7,,1,17.7,17.7,Fairly hard
42227,2817,2007,17.7,,1,17.7,17.7,Fairly hard
42228,2817,2009,17.6,,1,17.6,17.6,Fairly hard
42229,2817,2010,19,,1,19,19,Hard
42230,2817,2011,18.1,,1,18.1,18.1,Hard
42231,2817,2012,18.1,,1,18.1,18.1,Hard
42232,2817,2013,16.7,,1,16.7,16.7,Fairly hard
42233,2817,2014,16.9,,1,16.9,16.9,Fairly hard
42234,2817,2015,18.3,,1,18.3,18.3,Hard
42235,2817,2016,15.9,,1,15.9,15.9,Fairly hard
42236,2817,2017,17.5,,1,17.5,17.5,Fairly hard
42237,2817,2018,17.3,,1,17.3,17.3,Fairly hard
42238,2817,2019,17.6,,1,17.6,17.6,Fairly hard
42239,2817,2020,14.7,,1,14.7,14.7,Fairly hard
42240,2817,2021,17.6,,1,17.6,17.6,Fairly hard
42241,2817,2022,17.5,,1,17.5,17.5,Fairly hard
42242,2817,2023,18.8,,1,18.8,18.8,Hard
42243,2818,1990,18.7,,1,18.7,18.7,Hard
42244,2818,1991,17.8,,1,17.8,17.8,Fairly hard
42245,2818,1992,18.3,,1,18.3,18.3,Hard
42246,2818,1993,17.9,,1,17.9,17.9,Fairly hard
42247,2818,1994,17.9,,1,17.9,17.9,Fairly hard
42248,2818,1995,17.4,,1,17.4,17.4,Fairly hard
42249,2818,1996,18.3,,1,18.3,18.3,Hard
42250,2818,1997,17.5,,1,17.5,17.5,Fairly hard
42251,2818,1998,18.9,,1,18.9,18.9,Hard
42252,2818,1999,14.3,,1,14.3,14.3,Fairly hard
42253,2818,2000,18.2,,1,18.2,18.2,Hard
42254,2818,2001,17,,1,17,17,Fairly hard
42255,2818,2002,17.7,,1,17.7,17.7,Fairly hard
42256,2818,2003,17.7,,1,17.7,17.7,Fairly hard
42257,2818,2004,17.1,,1,17.1,17.1,Fairly hard
42258,2818,2005,17,,1,17,17,Fairly hard
42259,2818,2007,17.8,,1,17.8,17.8,Fairly hard
42260,2818,2009,17.5,,1,17.5,17.5,Fairly hard
42261,2818,2010,17.5,,1,17.5,17.5,Fairly hard
42262,2818,2011,17.7,,1,17.7,17.7,Fairly hard
42263,2818,2012,18.1,,1,18.1,18.1,Hard
42264,2818,2013,17.6,,1,17.6,17.6,Fairly hard
42265,2818,2014,17.4,,1,17.4,17.4,Fairly hard
42266,2818,2015,18,,1,18,18,Fairly hard
42267,2818,2016,17,,1,17,17,Fairly hard
42268,2818,2017,17,,1,17,17,Fairly hard
42269,2818,2018,16.2,,1,16.2,16.2,Fairly hard
42270,2818,2019,15.7,,1,15.7,15.7,Fairly hard
42271,2818,2020,16,,1,16,16,Fairly hard
42272,2818,2021,17.5,,1,17.5,17.5,Fairly hard
42273,2818,2022,17.6,,1,17.6,17.6,Fairly hard
42274,2818,2023,18.7,,1,18.7,18.7,Hard
42275,2819,1989,17.1,,1,17.1,17.1,Fairly hard
42276,2819,1990,17.6,,1,17.6,17.6,Fairly hard
42277,2819,1991,18.1,,1,18.1,18.1,Hard
42278,2819,1992,17.6,,1,17.6,17.6,Fairly hard
42279,2819,1993,17.7,,1,17.7,17.7,Fairly hard
42280,2819,1994,17.1,,1,17.1,17.1,Fairly hard
42281,2819,1995,16.8,,1,16.8,16.8,Fairly hard
42282,2819,1996,18.2,,1,18.2,18.2,Hard
42283,2819,1997,16.9,,1,16.9,16.9,Fairly hard
42284,2819,1998,17.5,,1,17.5,17.5,Fairly hard
42285,2819,1999,17.2,,1,17.2,17.2,Fairly hard
42286,2819,2000,17.5,,1,17.5,17.5,Fairly hard
42287,2819,2001,16.9,,1,16.9,16.9,Fairly hard
42288,2819,2002,16.9,,1,16.9,16.9,Fairly hard
42289,2819,2003,17.3,,1,17.3,17.3,Fairly hard
42290,2819,2004,17.1,,1,17.1,17.1,Fairly hard
42291,2819,2005,16.8,,1,16.8,16.8,Fairly hard
42292,2819,2007,16.9,,1,16.9,16.9,Fairly hard
42293,2819,2009,17.6,,1,17.6,17.6,Fairly hard
42294,2819,2010,17.2,,1,17.2,17.2,Fairly hard
42295,2819,2011,17.2,,1,17.2,17.2,Fairly hard
42296,2819,2012,17.4,,1,17.4,17.4,Fairly hard
42297,2819,2013,17.2,,1,17.2,17.2,Fairly hard
42298,2819,2014,17.4,,1,17.4,17.4,Fairly hard
42299,2819,2016,17.4,,1,17.4,17.4,Fairly hard
42300,2819,2017,16.4,,1,16.4,16.4,Fairly hard
42301,2819,2020,17.8,,1,17.8,17.8,Fairly hard
42302,2819,2021,11.5,,1,11.5,11.5,Medium hard
42303,2819,2022,14.7,,1,14.7,14.7,Fairly hard
42304,2819,2023,15.5,,1,15.5,15.5,Fairly hard
42305,2820,1993,14.2,,1,14.2,14.2,Fairly hard
42306,2820,1994,14.7,,1,14.7,14.7,Fairly hard
42307,2820,1996,14.2,,1,14.2,14.2,Fairly hard
42308,2820,1997,14.2,,1,14.2,14.2,Fairly hard
42309,2820,1998,14.3,,1,14.3,14.3,Fairly hard
42310,2820,1999,14.5,,1,14.5,14.5,Fairly hard
42311,2820,2000,14.5,,1,14.5,14.5,Fairly hard
42312,2820,2001,14.1,,1,14.1,14.1,Fairly hard
42313,2820,2002,14,,1,14,14,Fairly hard
42314,2820,2003,16.6,,1,16.6,16.6,Fairly hard
42315,2820,2005,16.1,,1,16.1,16.1,Fairly hard
42316,2820,2019,14.2,,1,14.2,14.2,Fairly hard
42317,2821,1990,16,,1,16,16,Fairly hard
42318,2821,1991,16.7,,1,16.7,16.7,Fairly hard
42319,2821,1992,15.8,,1,15.8,15.8,Fairly hard
42320,2821,1993,15.7,0.3,2,15.9,15.9,Fairly hard
42321,2821,1994,16.1,0.1,2,16.2,16.2,Fairly hard
42322,2821,1995,15.4,0.3,2,15.2,15.2,Fairly hard
42323,2821,1996,15.7,0.4,2,15.4,15.4,Fairly hard
42324,2821,1997,15.8,,1,15.8,15.8,Fairly hard
42325,2821,1998,16.2,,1,16.2,16.2,Fairly hard
42326,2821,1999,14.7,,1,14.7,14.7,Fairly hard
42327,2821,2000,15.1,,1,15.1,15.1,Fairly hard
42328,2821,2001,15,,1,15,15,Fairly hard
42329,2821,2002,15.4,,1,15.4,15.4,Fairly hard
42330,2821,2003,15.2,,1,15.2,15.2,Fairly hard
42331,2821,2004,15.2,,1,15.2,15.2,Fairly hard
42332,2821,2005,14.7,,1,14.7,14.7,Fairly hard
42333,2821,2007,15.4,,1,15.4,15.4,Fairly hard
42334,2821,2009,14.7,,1,14.7,14.7,Fairly hard
42335,2821,2010,14.9,,1,14.9,14.9,Fairly hard
42336,2821,2011,14.6,,1,14.6,14.6,Fairly hard
42337,2821,2012,14.6,,1,14.6,14.6,Fairly hard
42338,2821,2013,12.8,,1,12.8,12.8,Fairly hard
42339,2821,2014,13.8,,1,13.8,13.8,Fairly hard
42340,2821,2015,13,,1,13,13,Fairly hard
42341,2821,2016,13.8,,1,13.8,13.8,Fairly hard
42342,2821,2018,14.2,,1,14.2,14.2,Fairly hard
42343,2821,2019,13.8,,1,13.8,13.8,Fairly hard
42344,2821,2020,12.8,,1,12.8,12.8,Fairly hard
42345,2821,2021,12.1,,1,12.1,12.1,Fairly hard
42346,2821,2022,12.4,,1,12.4,12.4,Fairly hard
42347,2821,2023,13.6,,1,13.6,13.6,Fairly hard
42348,2822,1993,15.5,,1,15.5,15.5,Fairly hard
42349,2822,1994,15.8,,1,15.8,15.8,Fairly hard
42350,2822,1996,16.1,,1,16.1,16.1,Fairly hard
42351,2822,1997,15.5,,1,15.5,15.5,Fairly hard
42352,2822,1998,15.7,,1,15.7,15.7,Fairly hard
42353,2822,1999,15.9,,1,15.9,15.9,Fairly hard
42354,2822,2000,15.8,,1,15.8,15.8,Fairly hard
42355,2822,2001,15.1,,1,15.1,15.1,Fairly hard
42356,2822,2003,19.7,,1,19.7,19.7,Hard
42357,2822,2005,17.1,,1,17.1,17.1,Fairly hard
42358,2822,2007,14.9,,1,14.9,14.9,Fairly hard
42359,2822,2009,15.8,,1,15.8,15.8,Fairly hard
42360,2822,2011,16.2,,1,16.2,16.2,Fairly hard
42361,2822,2013,15.9,,1,15.9,15.9,Fairly hard
42362,2822,2015,15.1,,1,15.1,15.1,Fairly hard
42363,2822,2017,16.5,,1,16.5,16.5,Fairly hard
42364,2822,2018,15.7,,1,15.7,15.7,Fairly hard
42365,2822,2019,16.6,,1,16.6,16.6,Fairly hard
42366,2822,2020,16.3,,1,16.3,16.3,Fairly hard
42367,2822,2021,16.5,,1,16.5,16.5,Fairly hard
42368,2822,2022,16.7,,1,16.7,16.7,Fairly hard
42369,2822,2023,16.2,,1,16.2,16.2,Fairly hard
42370,2823,1993,16.4,,1,16.4,16.4,Fairly hard
42371,2823,1994,16.5,,1,16.5,16.5,Fairly hard
42372,2823,1995,16.4,,1,16.4,16.4,Fairly hard
42373,2823,1996,16,,1,16,16,Fairly hard
42374,2823,1997,16,,1,16,16,Fairly hard
42375,2823,1998,16.6,,1,16.6,16.6,Fairly hard
42376,2823,1999,17.1,,1,17.1,17.1,Fairly hard
42377,2823,2000,16.6,,1,16.6,16.6,Fairly hard
42378,2823,2001,16,,1,16,16,Fairly hard
42379,2823,2002,16.5,,1,16.5,16.5,Fairly hard
42380,2823,2004,16.4,,1,16.4,16.4,Fairly hard
42381,2823,2006,17.2,,1,17.2,17.2,Fairly hard
42382,2823,2008,17.1,,1,17.1,17.1,Fairly hard
42383,2824,1993,15.6,,1,15.6,15.6,Fairly hard
42384,2824,1994,15.5,,1,15.5,15.5,Fairly hard
42385,2824,1996,15.5,,1,15.5,15.5,Fairly hard
42386,2824,1997,15.3,,1,15.3,15.3,Fairly hard
42387,2824,1998,15.8,,1,15.8,15.8,Fairly hard
42388,2824,1999,15.2,,1,15.2,15.2,Fairly hard
42389,2824,2000,15.4,,1,15.4,15.4,Fairly hard
42390,2824,2001,14.6,,1,14.6,14.6,Fairly hard
42391,2824,2002,15.2,,1,15.2,15.2,Fairly hard
42392,2824,2003,16,,1,16,16,Fairly hard
42393,2824,2004,15.8,,1,15.8,15.8,Fairly hard
42394,2824,2005,15.7,,1,15.7,15.7,Fairly hard
42395,2824,2006,15.3,,1,15.3,15.3,Fairly hard
42396,2824,2007,15.1,,1,15.1,15.1,Fairly hard
42397,2824,2008,15.6,,1,15.6,15.6,Fairly hard
42398,2824,2009,15.3,,1,15.3,15.3,Fairly hard
42399,2824,2010,16.2,,1,16.2,16.2,Fairly hard
42400,2824,2011,15.6,,1,15.6,15.6,Fairly hard
42401,2824,2012,15.5,,1,15.5,15.5,Fairly hard
42402,2824,2013,15.6,,1,15.6,15.6,Fairly hard
42403,2824,2014,14.8,,1,14.8,14.8,Fairly hard
42404,2824,2015,16.1,,1,16.1,16.1,Fairly hard
42405,2824,2016,16.8,,1,16.8,16.8,Fairly hard
42406,2824,2017,15.2,,1,15.2,15.2,Fairly hard
42407,2824,2018,17,,1,17,17,Fairly hard
42408,2824,2019,15.7,,1,15.7,15.7,Fairly hard
42409,2824,2020,16.9,,1,16.9,16.9,Fairly hard
42410,2824,2021,15.6,,1,15.6,15.6,Fairly hard
42411,2824,2022,15.4,,1,15.4,15.4,Fairly hard
42412,2824,2023,15.6,,1,15.6,15.6,Fairly hard
42413,2825,1993,18.5,,1,18.5,18.5,Hard
42414,2825,1994,18.5,,1,18.5,18.5,Hard
42415,2825,1995,21,,1,21,21,Hard
42416,2825,1996,20.4,,1,20.4,20.4,Hard
42417,2825,1997,20.8,,1,20.8,20.8,Hard
42418,2825,1998,20.8,,1,20.8,20.8,Hard
42419,2825,1999,22.2,,1,22.2,22.2,Hard
42420,2825,2001,22,,1,22,22,Hard
42421,2825,2002,22.3,,1,22.3,22.3,Hard
42422,2825,2004,23,,1,23,23,Hard
42423,2825,2006,19.9,,1,19.9,19.9,Hard
42424,2825,2008,22.4,,1,22.4,22.4,Hard
42425,2825,2010,20,,1,20,20,Hard
42426,2825,2012,19.3,,1,19.3,19.3,Hard
42427,2825,2014,19.3,,1,19.3,19.3,Hard
42428,2825,2016,20.9,,1,20.9,20.9,Hard
42429,2825,2018,21.2,,1,21.2,21.2,Hard
42430,2825,2019,22.5,,1,22.5,22.5,Hard
42431,2825,2020,22.5,,1,22.5,22.5,Hard
42432,2825,2021,22.5,,1,22.5,22.5,Hard
42433,2826,1993,19.4,,1,19.4,19.4,Hard
42434,2826,1994,19.2,,1,19.2,19.2,Hard
42435,2826,1995,19.4,,1,19.4,19.4,Hard
42436,2826,1996,19.8,,1,19.8,19.8,Hard
42437,2826,1997,20.3,,1,20.3,20.3,Hard
42438,2826,1998,20.6,,1,20.6,20.6,Hard
42439,2826,1999,19.9,,1,19.9,19.9,Hard
42440,2826,2001,20.2,,1,20.2,20.2,Hard
42441,2826,2002,20.8,,1,20.8,20.8,Hard
42442,2826,2004,20.6,,1,20.6,20.6,Hard
42443,2826,2006,21.3,,1,21.3,21.3,Hard
42444,2826,2007,20.4,,1,20.4,20.4,Hard
42445,2826,2008,21.8,,1,21.8,21.8,Hard
42446,2826,2009,22,,1,22,22,Hard
42447,2826,2010,21.3,,1,21.3,21.3,Hard
42448,2826,2012,17.7,,1,17.7,17.7,Fairly hard
42449,2826,2014,20.2,,1,20.2,20.2,Hard
42450,2826,2016,21.4,,1,21.4,21.4,Hard
42451,2827,1993,18,,1,18,18,Fairly hard
42452,2827,1994,17.8,,1,17.8,17.8,Fairly hard
42453,2827,1995,17.2,,1,17.2,17.2,Fairly hard
42454,2827,1996,16.9,,1,16.9,16.9,Fairly hard
42455,2827,1997,17,,1,17,17,Fairly hard
42456,2827,1998,17.1,,1,17.1,17.1,Fairly hard
42457,2827,1999,17.7,,1,17.7,17.7,Fairly hard
42458,2827,2001,15.4,,1,15.4,15.4,Fairly hard
42459,2827,2002,15.6,,1,15.6,15.6,Fairly hard
42460,2827,2003,16.3,,1,16.3,16.3,Fairly hard
42461,2827,2004,16.3,,1,16.3,16.3,Fairly hard
42462,2827,2005,16.4,,1,16.4,16.4,Fairly hard
42463,2827,2006,17,,1,17,17,Fairly hard
42464,2827,2007,15.3,,1,15.3,15.3,Fairly hard
42465,2827,2008,16.1,,1,16.1,16.1,Fairly hard
42466,2827,2009,16.1,,1,16.1,16.1,Fairly hard
42467,2827,2010,16.2,,1,16.2,16.2,Fairly hard
42468,2827,2011,16.3,,1,16.3,16.3,Fairly hard
42469,2827,2012,15.8,,1,15.8,15.8,Fairly hard
42470,2827,2013,15,,1,15,15,Fairly hard
42471,2827,2014,16.4,,1,16.4,16.4,Fairly hard
42472,2827,2015,15.1,,1,15.1,15.1,Fairly hard
42473,2827,2016,15.2,,1,15.2,15.2,Fairly hard
42474,2827,2018,16.4,,1,16.4,16.4,Fairly hard
42475,2827,2019,16.1,,1,16.1,16.1,Fairly hard
42476,2827,2020,15.8,,1,15.8,15.8,Fairly hard
42477,2827,2021,15.4,,1,15.4,15.4,Fairly hard
42478,2827,2022,16.2,,1,16.2,16.2,Fairly hard
42479,2827,2023,17.3,,1,17.3,17.3,Fairly hard
42480,2828,1990,17.6,,1,17.6,17.6,Fairly hard
42481,2828,1991,15.9,,1,15.9,15.9,Fairly hard
42482,2828,1992,17.6,,1,17.6,17.6,Fairly hard
42483,2828,1993,17.4,,1,17.4,17.4,Fairly hard
42484,2828,1994,16.9,,1,16.9,16.9,Fairly hard
42485,2828,1996,17.8,,1,17.8,17.8,Fairly hard
42486,2828,1997,17.6,,1,17.6,17.6,Fairly hard
42487,2828,1998,19,,1,19,19,Hard
42488,2828,2000,17.1,,1,17.1,17.1,Fairly hard
42489,2828,2001,16.3,,1,16.3,16.3,Fairly hard
42490,2828,2003,16.9,,1,16.9,16.9,Fairly hard
42491,2828,2005,15.9,,1,15.9,15.9,Fairly hard
42492,2828,2007,15.9,,1,15.9,15.9,Fairly hard
42493,2828,2011,17.5,,1,17.5,17.5,Fairly hard
42494,2828,2013,17.1,,1,17.1,17.1,Fairly hard
42495,2828,2015,15.5,,1,15.5,15.5,Fairly hard
42496,2828,2017,16,,1,16,16,Fairly hard
42497,2828,2018,15.1,,1,15.1,15.1,Fairly hard
42498,2828,2019,13,,1,13,13,Fairly hard
42499,2828,2020,15.6,,1,15.6,15.6,Fairly hard
42500,2828,2021,17,,1,17,17,Fairly hard
42501,2828,2022,16.4,,1,16.4,16.4,Fairly hard
42502,2829,1990,20.9,,1,20.9,20.9,Hard
42503,2829,1991,18.6,,1,18.6,18.6,Hard
42504,2829,1992,20,,1,20,20,Hard
42505,2829,1993,19.8,,1,19.8,19.8,Hard
42506,2829,1994,17.6,,1,17.6,17.6,Fairly hard
42507,2829,1995,17.9,,1,17.9,17.9,Fairly hard
42508,2829,1996,18.8,,1,18.8,18.8,Hard
42509,2829,1997,18.2,,1,18.2,18.2,Hard
42510,2829,1998,19.9,,1,19.9,19.9,Hard
42511,2829,1999,17.7,,1,17.7,17.7,Fairly hard
42512,2829,2000,17.5,,1,17.5,17.5,Fairly hard
42513,2829,2001,17.9,,1,17.9,17.9,Fairly hard
42514,2829,2003,17,,1,17,17,Fairly hard
42515,2829,2005,18.2,,1,18.2,18.2,Hard
42516,2829,2007,17.9,,1,17.9,17.9,Fairly hard
42517,2829,2011,18.7,,1,18.7,18.7,Hard
42518,2829,2013,18.5,,1,18.5,18.5,Hard
42519,2829,2015,17.4,,1,17.4,17.4,Fairly hard
42520,2829,2017,17.6,,1,17.6,17.6,Fairly hard
42521,2829,2018,17.5,,1,17.5,17.5,Fairly hard
42522,2829,2019,18.2,,1,18.2,18.2,Hard
42523,2829,2020,17.6,,1,17.6,17.6,Fairly hard
42524,2829,2021,18,,1,18,18,Fairly hard
42525,2829,2022,18,,1,18,18,Fairly hard
42526,2830,1994,15.2,,1,15.2,15.2,Fairly hard
42527,2830,1995,15.1,,1,15.1,15.1,Fairly hard
42528,2830,1997,15.9,,1,15.9,15.9,Fairly hard
42529,2830,1998,16.2,,1,16.2,16.2,Fairly hard
42530,2830,1999,16.9,,1,16.9,16.9,Fairly hard
42531,2830,2000,16.1,,1,16.1,16.1,Fairly hard
42532,2830,2001,15.4,,1,15.4,15.4,Fairly hard
42533,2830,2002,15.6,,1,15.6,15.6,Fairly hard
42534,2830,2003,16.5,,1,16.5,16.5,Fairly hard
42535,2830,2004,16.2,,1,16.2,16.2,Fairly hard
42536,2830,2005,15.7,,1,15.7,15.7,Fairly hard
42537,2830,2006,16.1,,1,16.1,16.1,Fairly hard
42538,2830,2007,15.8,,1,15.8,15.8,Fairly hard
42539,2830,2008,16.1,,1,16.1,16.1,Fairly hard
42540,2830,2009,16.2,,1,16.2,16.2,Fairly hard
42541,2830,2010,17.5,,1,17.5,17.5,Fairly hard
42542,2830,2011,17.4,,1,17.4,17.4,Fairly hard
42543,2830,2012,16,,1,16,16,Fairly hard
42544,2830,2013,15.6,,1,15.6,15.6,Fairly hard
42545,2830,2014,15.9,,1,15.9,15.9,Fairly hard
42546,2830,2015,15.9,,1,15.9,15.9,Fairly hard
42547,2830,2016,15.9,,1,15.9,15.9,Fairly hard
42548,2830,2017,15.9,,1,15.9,15.9,Fairly hard
42549,2830,2018,16,,1,16,16,Fairly hard
42550,2830,2019,15.8,,1,15.8,15.8,Fairly hard
42551,2830,2020,15.6,,1,15.6,15.6,Fairly hard
42552,2830,2022,14.9,,1,14.9,14.9,Fairly hard
42553,2831,2012,19.3,,1,19.3,19.3,Hard
42554,2831,2014,19.3,,1,19.3,19.3,Hard
42555,2831,2016,18.8,,1,18.8,18.8,Hard
42556,2831,2018,19.5,,1,19.5,19.5,Hard
42557,2832,1993,16.2,,1,16.2,16.2,Fairly hard
42558,2832,1995,16.2,,1,16.2,16.2,Fairly hard
42559,2832,1997,16.1,,1,16.1,16.1,Fairly hard
42560,2832,1999,17.2,,1,17.2,17.2,Fairly hard
42561,2832,2001,15.6,,1,15.6,15.6,Fairly hard
42562,2832,2003,17.5,,1,17.5,17.5,Fairly hard
42563,2832,2005,17.5,,1,17.5,17.5,Fairly hard
42564,2832,2007,16.8,,1,16.8,16.8,Fairly hard
42565,2832,2011,17.7,,1,17.7,17.7,Fairly hard
42566,2832,2013,16.2,,1,16.2,16.2,Fairly hard
42567,2832,2015,16.2,,1,16.2,16.2,Fairly hard
42568,2832,2017,17.7,,1,17.7,17.7,Fairly hard
42569,2832,2018,17.9,,1,17.9,17.9,Fairly hard
42570,2833,2000,18.1,,1,18.1,18.1,Hard
42571,2833,2001,18.7,,1,18.7,18.7,Hard
42572,2833,2002,19,,1,19,19,Hard
42573,2833,2003,16.4,,1,16.4,16.4,Fairly hard
42574,2833,2004,18.4,,1,18.4,18.4,Hard
42575,2833,2005,18.5,,1,18.5,18.5,Hard
42576,2833,2006,19.4,,1,19.4,19.4,Hard
42577,2833,2007,17.8,,1,17.8,17.8,Fairly hard
42578,2833,2008,17.8,,1,17.8,17.8,Fairly hard
42579,2833,2009,18,,1,18,18,Fairly hard
42580,2833,2010,16.5,,1,16.5,16.5,Fairly hard
42581,2833,2011,18.8,,1,18.8,18.8,Hard
42582,2833,2012,16,,1,16,16,Fairly hard
42583,2833,2013,15.7,,1,15.7,15.7,Fairly hard
42584,2833,2014,15.5,,1,15.5,15.5,Fairly hard
42585,2833,2015,17.2,,1,17.2,17.2,Fairly hard
42586,2833,2016,17.2,,1,17.2,17.2,Fairly hard
42587,2833,2017,17.3,,1,17.3,17.3,Fairly hard
42588,2833,2018,19.5,,1,19.5,19.5,Hard
42589,2833,2019,17.3,,1,17.3,17.3,Fairly hard
42590,2833,2020,14.7,,1,14.7,14.7,Fairly hard
42591,2833,2021,16.2,,1,16.2,16.2,Fairly hard
42592,2833,2022,17.2,,1,17.2,17.2,Fairly hard
42593,2833,2023,17.4,,1,17.4,17.4,Fairly hard
42594,2834,1991,17.8,,1,17.8,17.8,Fairly hard
42595,2834,1992,16.2,,1,16.2,16.2,Fairly hard
42596,2834,1993,15.9,,1,15.9,15.9,Fairly hard
42597,2834,1994,15.6,,1,15.6,15.6,Fairly hard
42598,2834,1995,15.9,,1,15.9,15.9,Fairly hard
42599,2834,1996,15.7,,1,15.7,15.7,Fairly hard
42600,2834,1997,16.6,,1,16.6,16.6,Fairly hard
42601,2834,1998,16.4,,1,16.4,16.4,Fairly hard
42602,2834,1999,16.3,,1,16.3,16.3,Fairly hard
42603,2834,2000,16.5,,1,16.5,16.5,Fairly hard
42604,2834,2001,15.6,,1,15.6,15.6,Fairly hard
42605,2834,2002,15.6,,1,15.6,15.6,Fairly hard
42606,2834,2003,15.8,,1,15.8,15.8,Fairly hard
42607,2834,2004,15.8,,1,15.8,15.8,Fairly hard
42608,2834,2005,15.9,,1,15.9,15.9,Fairly hard
42609,2834,2006,15.6,,1,15.6,15.6,Fairly hard
42610,2834,2007,15.5,,1,15.5,15.5,Fairly hard
42611,2834,2008,15.9,,1,15.9,15.9,Fairly hard
42612,2834,2009,15.4,,1,15.4,15.4,Fairly hard
42613,2834,2010,16.1,,1,16.1,16.1,Fairly hard
42614,2834,2011,17,,1,17,17,Fairly hard
42615,2834,2012,15.1,,1,15.1,15.1,Fairly hard
42616,2834,2013,16.1,,1,16.1,16.1,Fairly hard
42617,2834,2014,15.2,,1,15.2,15.2,Fairly hard
42618,2834,2015,15.4,,1,15.4,15.4,Fairly hard
42619,2834,2016,15.9,,1,15.9,15.9,Fairly hard
42620,2834,2017,16,,1,16,16,Fairly hard
42621,2834,2018,15.8,,1,15.8,15.8,Fairly hard
42622,2834,2019,15.2,,1,15.2,15.2,Fairly hard
42623,2834,2020,16.5,,1,16.5,16.5,Fairly hard
42624,2834,2021,15.6,,1,15.6,15.6,Fairly hard
42625,2834,2022,17.1,,1,17.1,17.1,Fairly hard
42626,2834,2023,17.3,,1,17.3,17.3,Fairly hard
42627,2835,1994,19.1,,1,19.1,19.1,Hard
42628,2835,1996,18.7,,1,18.7,18.7,Hard
42629,2835,1998,17.5,,1,17.5,17.5,Fairly hard
42630,2835,2000,17.1,,1,17.1,17.1,Fairly hard
42631,2835,2002,18.1,,1,18.1,18.1,Hard
