,WSAID,PROEVEAAR,simple_mean,sd,n,weighted_mean,Hardness,Hardness_class
41694,2791,2023,13.8,,1,13.8,13.8,Fairly hard
41695,2792,1981,10.4,,1,10.4,10.4,Medium hard
41696,2792,1985,10.9,,1,10.9,10.9,Medium hard
41697,2792,1991,10.7,,1,10.7,10.7,Medium hard
41698,2792,1996,11.8,,1,11.8,11.8,Medium hard
41699,2792,2001,11.4,,1,11.4,11.4,Medium hard
41700,2792,2006,12.1,,1,12.1,12.1,Fairly hard
41701,2792,2008,12.7,,1,12.7,12.7,Fairly hard
41702,2792,2010,13.4,,1,13.4,13.4,Fairly hard
41703,2792,2012,13.3,,1,13.3,13.3,Fairly hard
41704,2792,2014,12.1,,1,12.1,12.1,Fairly hard
41705,2792,2016,13.4,,1,13.4,13.4,Fairly hard
41706,2792,2019,13,,1,13,13,Fairly hard
41707,2792,2022,12.8,,1,12.8,12.8,Fairly hard
41708,2793,1981,10.3,,1,10.3,10.3,Medium hard
41709,2793,1985,11.4,,1,11.4,11.4,Medium hard
41710,2793,1991,11.3,,1,11.3,11.3,Medium hard
41711,2793,1996,11.6,,1,11.6,11.6,Medium hard
41712,2793,2001,11.8,,1,11.8,11.8,Medium hard
41713,2794,2018,11.9,4.8,2,14.9,14.9,Fairly hard
41714,2794,2019,11.9,3.4,3,14.7,14.7,Fairly hard
41715,2794,2020,15.3,,1,15.3,15.3,Fairly hard
41716,2794,2021,11.3,4.8,2,14.4,14.4,Fairly hard
41717,2794,2022,13.2,1.6,2,14.2,14.2,Fairly hard
41718,2794,2023,11.7,4.7,2,14.6,14.6,Fairly hard
41719,2795,2001,7.2,,1,7.2,7.2,Soft
41720,2795,2004,7,,1,7,7,Soft
41721,2795,2006,7.8,,1,7.8,7.8,Soft
41722,2795,2008,8.3,,1,8.3,8.3,Medium hard
41723,2795,2010,9.2,,1,9.2,9.2,Medium hard
41724,2795,2012,8.5,,1,8.5,8.5,Medium hard
41725,2795,2014,7.9,,1,7.9,7.9,Soft
41726,2795,2016,8.2,,1,8.2,8.2,Medium hard
41727,2795,2018,10.3,,1,10.3,10.3,Medium hard
41728,2795,2019,8.7,,1,8.7,8.7,Medium hard
41729,2795,2020,8.2,,1,8.2,8.2,Medium hard
41730,2795,2022,8.7,,1,8.7,8.7,Medium hard
41731,2796,1989,13.1,,1,13.1,13.1,Fairly hard
41732,2796,1993,12,,1,12,12,Medium hard
41733,2796,1995,13,,1,13,13,Fairly hard
41734,2796,1997,11.7,,1,11.7,11.7,Medium hard
41735,2796,1999,12.4,,1,12.4,12.4,Fairly hard
41736,2796,2001,12.4,,1,12.4,12.4,Fairly hard
41737,2796,2005,14.5,,1,14.5,14.5,Fairly hard
41738,2796,2007,12.1,,1,12.1,12.1,Fairly hard
41739,2796,2009,12.8,,1,12.8,12.8,Fairly hard
41740,2796,2011,12.5,,1,12.5,12.5,Fairly hard
41741,2796,2013,12.2,,1,12.2,12.2,Fairly hard
41742,2796,2014,12.4,,1,12.4,12.4,Fairly hard
41743,2796,2015,11.7,,1,11.7,11.7,Medium hard
41744,2796,2016,11.7,,1,11.7,11.7,Medium hard
41745,2796,2017,12.1,,1,12.1,12.1,Fairly hard
41746,2796,2018,12.3,,1,12.3,12.3,Fairly hard
41747,2796,2019,12.3,,1,12.3,12.3,Fairly hard
41748,2796,2020,11.9,,1,11.9,11.9,Medium hard
41749,2796,2021,12.7,,1,12.7,12.7,Fairly hard
41750,2796,2022,11.7,,1,11.7,11.7,Medium hard
41751,2797,1993,17.6,,1,17.6,17.6,Fairly hard
41752,2797,1994,18.4,,1,18.4,18.4,Hard
41753,2797,1995,18,,1,18,18,Fairly hard
41754,2797,1996,17.7,,1,17.7,17.7,Fairly hard
41755,2797,1997,17.3,,1,17.3,17.3,Fairly hard
41756,2797,1998,16.8,,1,16.8,16.8,Fairly hard
41757,2797,1999,17.1,,1,17.1,17.1,Fairly hard
41758,2797,2000,16.9,,1,16.9,16.9,Fairly hard
41759,2797,2001,17,,1,17,17,Fairly hard
41760,2797,2002,16.2,,1,16.2,16.2,Fairly hard
41761,2797,2004,17.3,,1,17.3,17.3,Fairly hard
41762,2797,2006,17.6,,1,17.6,17.6,Fairly hard
41763,2797,2008,18.4,,1,18.4,18.4,Hard
41764,2797,2010,18.1,,1,18.1,18.1,Hard
41765,2797,2012,18.1,,1,18.1,18.1,Hard
41766,2797,2014,17.9,,1,17.9,17.9,Fairly hard
41767,2797,2016,18.1,,1,18.1,18.1,Hard
41768,2797,2018,17.9,,1,17.9,17.9,Fairly hard
41769,2797,2019,18.6,,1,18.6,18.6,Hard
41770,2797,2020,21.3,,1,21.3,21.3,Hard
41771,2797,2021,18.5,,1,18.5,18.5,Hard
41772,2797,2022,20.2,,1,20.2,20.2,Hard
41773,2798,1993,22.1,,1,22.1,22.1,Hard
41774,2798,1994,22.5,,1,22.5,22.5,Hard
41775,2798,1995,21.6,,1,21.6,21.6,Hard
41776,2798,1996,21.5,,1,21.5,21.5,Hard
41777,2798,1997,22.7,,1,22.7,22.7,Hard
41778,2798,1998,22.7,,1,22.7,22.7,Hard
41779,2798,1999,22.7,,1,22.7,22.7,Hard
41780,2798,2000,22.5,,1,22.5,22.5,Hard
41781,2798,2001,22.1,,1,22.1,22.1,Hard
41782,2798,2002,19.6,,1,19.6,19.6,Hard
41783,2798,2003,20.4,,1,20.4,20.4,Hard
41784,2798,2004,20.2,,1,20.2,20.2,Hard
41785,2798,2006,20.2,,1,20.2,20.2,Hard
41786,2798,2007,19.1,,1,19.1,19.1,Hard
41787,2798,2008,21.4,,1,21.4,21.4,Hard
41788,2798,2010,22.1,,1,22.1,22.1,Hard
41789,2798,2011,21.2,,1,21.2,21.2,Hard
41790,2798,2012,21.5,,1,21.5,21.5,Hard
41791,2798,2013,19.3,,1,19.3,19.3,Hard
41792,2798,2014,22.3,,1,22.3,22.3,Hard
41793,2798,2016,20.7,,1,20.7,20.7,Hard
41794,2798,2017,22.1,,1,22.1,22.1,Hard
41795,2798,2018,20.7,,1,20.7,20.7,Hard
41796,2798,2019,20.6,,1,20.6,20.6,Hard
41797,2798,2021,20.4,,1,20.4,20.4,Hard
41798,2798,2022,22.1,,1,22.1,22.1,Hard
41799,2799,1993,16.1,,1,16.1,16.1,Fairly hard
41800,2799,1994,16.5,,1,16.5,16.5,Fairly hard
41801,2799,1995,16.4,,1,16.4,16.4,Fairly hard
41802,2799,1996,16.3,,1,16.3,16.3,Fairly hard
41803,2799,1997,16.3,,1,16.3,16.3,Fairly hard
41804,2799,1998,16,,1,16,16,Fairly hard
41805,2799,1999,17.5,,1,17.5,17.5,Fairly hard
41806,2799,2000,17.3,,1,17.3,17.3,Fairly hard
41807,2799,2001,16.8,,1,16.8,16.8,Fairly hard
41808,2799,2002,15.9,,1,15.9,15.9,Fairly hard
41809,2799,2004,17.5,,1,17.5,17.5,Fairly hard
41810,2799,2006,16.3,,1,16.3,16.3,Fairly hard
41811,2799,2008,17.6,,1,17.6,17.6,Fairly hard
41812,2799,2010,17.9,,1,17.9,17.9,Fairly hard
41813,2799,2012,19.5,,1,19.5,19.5,Hard
41814,2799,2013,17.9,,1,17.9,17.9,Fairly hard
41815,2799,2014,17.9,,1,17.9,17.9,Fairly hard
41816,2799,2016,17.9,,1,17.9,17.9,Fairly hard
41817,2799,2018,18.9,,1,18.9,18.9,Hard
41818,2799,2019,20,,1,20,20,Hard
41819,2799,2020,21.7,,1,21.7,21.7,Hard
41820,2799,2021,17.9,,1,17.9,17.9,Fairly hard
41821,2799,2022,19.3,,1,19.3,19.3,Hard
41822,2799,2023,17.9,,1,17.9,17.9,Fairly hard
41823,2800,1997,14.1,,1,14.1,14.1,Fairly hard
41824,2800,1998,14.1,,1,14.1,14.1,Fairly hard
41825,2800,1999,14.4,,1,14.4,14.4,Fairly hard
41826,2800,2000,14.2,,1,14.2,14.2,Fairly hard
41827,2800,2001,13.6,,1,13.6,13.6,Fairly hard
41828,2800,2002,13.3,,1,13.3,13.3,Fairly hard
41829,2800,2004,13.9,,1,13.9,13.9,Fairly hard
41830,2800,2006,14,,1,14,14,Fairly hard
41831,2800,2008,14.3,,1,14.3,14.3,Fairly hard
41832,2800,2010,15,,1,15,15,Fairly hard
41833,2800,2012,14.1,,1,14.1,14.1,Fairly hard
41834,2800,2014,14.3,,1,14.3,14.3,Fairly hard
41835,2800,2016,14.7,,1,14.7,14.7,Fairly hard
41836,2800,2018,14.7,,1,14.7,14.7,Fairly hard
41837,2801,1993,18.4,,1,18.4,18.4,Hard
41838,2801,1994,18.9,,1,18.9,18.9,Hard
41839,2801,1995,18.2,,1,18.2,18.2,Hard
41840,2801,1996,18.1,,1,18.1,18.1,Hard
41841,2801,1997,17.8,,1,17.8,17.8,Fairly hard
41842,2801,1998,18.3,,1,18.3,18.3,Hard
41843,2801,1999,18.9,,1,18.9,18.9,Hard
41844,2801,2000,18.8,,1,18.8,18.8,Hard
41845,2801,2001,18.4,,1,18.4,18.4,Hard
41846,2801,2002,17.5,,1,17.5,17.5,Fairly hard
41847,2801,2004,18,,1,18,18,Fairly hard
41848,2801,2006,18.4,,1,18.4,18.4,Hard
41849,2801,2008,18,,1,18,18,Fairly hard
41850,2801,2010,18.3,,1,18.3,18.3,Hard
41851,2801,2012,18.7,,1,18.7,18.7,Hard
41852,2801,2014,17.4,,1,17.4,17.4,Fairly hard
41853,2801,2016,18.2,,1,18.2,18.2,Hard
41854,2801,2018,19.5,,1,19.5,19.5,Hard
41855,2801,2019,20,,1,20,20,Hard
41856,2801,2020,20.5,,1,20.5,20.5,Hard
41857,2801,2021,20.1,,1,20.1,20.1,Hard
41858,2801,2022,21.9,,1,21.9,21.9,Hard
41859,2802,1993,17.8,1.3,2,17.3,17.3,Fairly hard
41860,2802,1994,17.8,0.8,2,17.6,17.6,Fairly hard
41861,2802,1995,17.5,1.2,2,17.1,17.1,Fairly hard
41862,2802,1996,17.6,1.5,2,17.2,17.2,Fairly hard
41863,2802,1997,17.2,1.3,2,16.7,16.7,Fairly hard
41864,2802,1998,17.5,1.9,2,16.9,16.9,Fairly hard
41865,2802,1999,18.1,1.6,2,17.8,17.8,Fairly hard
41866,2802,2000,17.3,1.7,2,16.8,16.8,Fairly hard
41867,2802,2001,17.1,0.9,2,16.7,16.7,Fairly hard
41868,2802,2002,16.1,0.8,2,15.7,15.7,Fairly hard
41869,2802,2004,17,0.9,2,16.9,16.9,Fairly hard
41870,2802,2006,17,0.9,2,16.7,16.7,Fairly hard
41871,2802,2008,16.1,,1,16.1,16.1,Fairly hard
41872,2802,2010,16.3,,1,16.3,16.3,Fairly hard
41873,2802,2012,16.1,,1,16.1,16.1,Fairly hard
41874,2802,2014,16.3,,1,16.3,16.3,Fairly hard
41875,2802,2016,16.2,,1,16.2,16.2,Fairly hard
41876,2802,2018,16.2,,1,16.2,16.2,Fairly hard
41877,2802,2019,16.7,,1,16.7,16.7,Fairly hard
41878,2802,2020,16.3,,1,16.3,16.3,Fairly hard
41879,2802,2021,19.3,,1,19.3,19.3,Hard
41880,2802,2022,18.5,,1,18.5,18.5,Hard
41881,2803,1993,16.5,,1,16.5,16.5,Fairly hard
41882,2803,1994,16.6,,1,16.6,16.6,Fairly hard
41883,2803,1995,17.1,,1,17.1,17.1,Fairly hard
41884,2803,1996,16.6,,1,16.6,16.6,Fairly hard
41885,2803,1997,16,,1,16,16,Fairly hard
41886,2803,1998,17.2,,1,17.2,17.2,Fairly hard
41887,2803,1999,16,,1,16,16,Fairly hard
41888,2803,2001,15.2,,1,15.2,15.2,Fairly hard
41889,2803,2002,16,,1,16,16,Fairly hard
41890,2803,2003,15.5,,1,15.5,15.5,Fairly hard
41891,2803,2004,16.4,,1,16.4,16.4,Fairly hard
41892,2803,2005,16.8,,1,16.8,16.8,Fairly hard
41893,2803,2006,15.9,,1,15.9,15.9,Fairly hard
41894,2803,2007,16.5,,1,16.5,16.5,Fairly hard
41895,2803,2008,15.2,,1,15.2,15.2,Fairly hard
41896,2803,2009,16.6,,1,16.6,16.6,Fairly hard
41897,2803,2010,15.9,,1,15.9,15.9,Fairly hard
41898,2803,2011,15.6,,1,15.6,15.6,Fairly hard
41899,2803,2012,14.8,,1,14.8,14.8,Fairly hard
41900,2803,2013,14.1,,1,14.1,14.1,Fairly hard
41901,2803,2014,16.1,,1,16.1,16.1,Fairly hard
41902,2803,2015,15.7,,1,15.7,15.7,Fairly hard
41903,2803,2016,16.5,,1,16.5,16.5,Fairly hard
41904,2803,2018,16.5,,1,16.5,16.5,Fairly hard
41905,2803,2020,17,,1,17,17,Fairly hard
41906,2803,2021,15.4,,1,15.4,15.4,Fairly hard
41907,2803,2022,16,,1,16,16,Fairly hard
41908,2803,2023,16.5,,1,16.5,16.5,Fairly hard
41909,2804,1993,14.1,,1,14.1,14.1,Fairly hard
41910,2804,1994,14.1,,1,14.1,14.1,Fairly hard
41911,2804,1995,13.9,,1,13.9,13.9,Fairly hard
41912,2804,1996,13.8,,1,13.8,13.8,Fairly hard
41913,2804,1997,14.1,,1,14.1,14.1,Fairly hard
41914,2804,1998,15.1,,1,15.1,15.1,Fairly hard
41915,2804,1999,13.9,,1,13.9,13.9,Fairly hard
41916,2804,2001,13.5,,1,13.5,13.5,Fairly hard
41917,2804,2002,14.1,,1,14.1,14.1,Fairly hard
41918,2804,2003,13,,1,13,13,Fairly hard
41919,2804,2005,15.3,,1,15.3,15.3,Fairly hard
41920,2804,2007,14.1,,1,14.1,14.1,Fairly hard
41921,2804,2009,13.4,,1,13.4,13.4,Fairly hard
41922,2804,2011,14.6,,1,14.6,14.6,Fairly hard
41923,2804,2013,13,,1,13,13,Fairly hard
41924,2804,2015,12.9,,1,12.9,12.9,Fairly hard
41925,2804,2017,13.7,,1,13.7,13.7,Fairly hard
41926,2804,2018,14.6,,1,14.6,14.6,Fairly hard
41927,2805,1993,16.3,,1,16.3,16.3,Fairly hard
41928,2805,1994,16.8,,1,16.8,16.8,Fairly hard
41929,2805,1995,16.2,,1,16.2,16.2,Fairly hard
41930,2805,1996,16,,1,16,16,Fairly hard
41931,2805,1997,16,,1,16,16,Fairly hard
41932,2805,1998,16.3,,1,16.3,16.3,Fairly hard
41933,2805,1999,15.1,,1,15.1,15.1,Fairly hard
41934,2805,2001,17.5,,1,17.5,17.5,Fairly hard
41935,2805,2002,20,,1,20,20,Hard
41936,2805,2003,18.9,,1,18.9,18.9,Hard
41937,2805,2004,18.3,,1,18.3,18.3,Hard
41938,2805,2005,20.1,,1,20.1,20.1,Hard
41939,2805,2006,19.1,,1,19.1,19.1,Hard
41940,2805,2008,19.1,,1,19.1,19.1,Hard
41941,2805,2009,19.1,,1,19.1,19.1,Hard
41942,2805,2010,17.6,,1,17.6,17.6,Fairly hard
41943,2805,2011,18.9,,1,18.9,18.9,Hard
41944,2805,2012,17.7,,1,17.7,17.7,Fairly hard
41945,2805,2013,17.7,,1,17.7,17.7,Fairly hard
41946,2805,2014,18.9,,1,18.9,18.9,Hard
41947,2805,2015,17.5,,1,17.5,17.5,Fairly hard
41948,2805,2016,20.7,,1,20.7,20.7,Hard
41949,2805,2017,20.4,,1,20.4,20.4,Hard
41950,2805,2019,22.1,,1,22.1,22.1,Hard
41951,2805,2020,17.6,,1,17.6,17.6,Fairly hard
41952,2805,2021,15.8,,1,15.8,15.8,Fairly hard
41953,2805,2022,16.8,,1,16.8,16.8,Fairly hard
41954,2805,2023,17.6,,1,17.6,17.6,Fairly hard
41955,2806,1993,17.1,,1,17.1,17.1,Fairly hard
41956,2806,1994,16.8,,1,16.8,16.8,Fairly hard
41957,2806,1995,17.3,,1,17.3,17.3,Fairly hard
41958,2806,1996,16.9,,1,16.9,16.9,Fairly hard
41959,2806,1997,17,,1,17,17,Fairly hard
41960,2806,1998,17.5,,1,17.5,17.5,Fairly hard
41961,2806,1999,17,,1,17,17,Fairly hard
41962,2806,2001,16.5,,1,16.5,16.5,Fairly hard
41963,2806,2002,16.5,,1,16.5,16.5,Fairly hard
41964,2806,2004,16,,1,16,16,Fairly hard
41965,2806,2006,16.4,,1,16.4,16.4,Fairly hard
41966,2806,2008,17,,1,17,17,Fairly hard
41967,2806,2010,16.5,,1,16.5,16.5,Fairly hard
41968,2806,2012,14.9,,1,14.9,14.9,Fairly hard
41969,2806,2016,15.3,,1,15.3,15.3,Fairly hard
41970,2806,2018,17,,1,17,17,Fairly hard
41971,2806,2019,17,,1,17,17,Fairly hard
41972,2806,2020,16.8,,1,16.8,16.8,Fairly hard
41973,2806,2021,16.5,,1,16.5,16.5,Fairly hard
41974,2806,2022,14.8,,1,14.8,14.8,Fairly hard
41975,2807,1993,15.1,3,3,16.2,16.2,Fairly hard
41976,2807,1994,15.2,3.1,3,16.4,16.4,Fairly hard
41977,2807,1995,15.3,3.2,3,16.6,16.6,Fairly hard
41978,2807,1996,17.3,,1,17.3,17.3,Fairly hard
41979,2807,1997,16.5,,1,16.5,16.5,Fairly hard
41980,2807,1998,17.1,,1,17.1,17.1,Fairly hard
41981,2807,1999,16.5,,1,16.5,16.5,Fairly hard
41982,2807,2001,16.4,,1,16.4,16.4,Fairly hard
41983,2807,2002,17.4,,1,17.4,17.4,Fairly hard
41984,2807,2003,15.9,,1,15.9,15.9,Fairly hard
41985,2807,2004,16.5,,1,16.5,16.5,Fairly hard
41986,2807,2005,18,,1,18,18,Fairly hard
41987,2807,2006,17,,1,17,17,Fairly hard
41988,2807,2007,17,,1,17,17,Fairly hard
41989,2807,2008,16.3,,1,16.3,16.3,Fairly hard
41990,2807,2009,16.4,,1,16.4,16.4,Fairly hard
41991,2807,2010,15.3,,1,15.3,15.3,Fairly hard
41992,2807,2011,16.5,,1,16.5,16.5,Fairly hard
41993,2807,2012,14.6,,1,14.6,14.6,Fairly hard
41994,2807,2013,13.8,,1,13.8,13.8,Fairly hard
41995,2807,2014,16.5,,1,16.5,16.5,Fairly hard
41996,2807,2015,16.3,,1,16.3,16.3,Fairly hard
41997,2807,2016,17,,1,17,17,Fairly hard
41998,2807,2017,16.5,,1,16.5,16.5,Fairly hard
41999,2807,2018,16.7,,1,16.7,16.7,Fairly hard
42000,2807,2019,18.4,,1,18.4,18.4,Hard
42001,2807,2020,16.1,,1,16.1,16.1,Fairly hard
42002,2807,2021,16.2,,1,16.2,16.2,Fairly hard
42003,2807,2022,14,,1,14,14,Fairly hard
42004,2807,2023,15.4,,1,15.4,15.4,Fairly hard
42005,2808,1993,19.5,,1,19.5,19.5,Hard
42006,2808,1994,19.4,,1,19.4,19.4,Hard
42007,2808,1995,19.1,,1,19.1,19.1,Hard
42008,2808,1996,19.1,,1,19.1,19.1,Hard
42009,2808,1997,19.6,,1,19.6,19.6,Hard
42010,2808,1998,19.5,,1,19.5,19.5,Hard
42011,2808,1999,19.5,,1,19.5,19.5,Hard
42012,2808,2000,18.6,,1,18.6,18.6,Hard
42013,2808,2001,17.7,,1,17.7,17.7,Fairly hard
42014,2808,2002,18.4,,1,18.4,18.4,Hard
42015,2808,2003,19.1,,1,19.1,19.1,Hard
42016,2808,2004,17.9,,1,17.9,17.9,Fairly hard
42017,2808,2005,18.4,,1,18.4,18.4,Hard
42018,2808,2006,20.5,,1,20.5,20.5,Hard
42019,2808,2007,17.7,,1,17.7,17.7,Fairly hard
42020,2808,2008,18.1,,1,18.1,18.1,Hard
42021,2808,2009,17.4,,1,17.4,17.4,Fairly hard
42022,2808,2010,19.3,,1,19.3,19.3,Hard
42023,2808,2011,17.7,,1,17.7,17.7,Fairly hard
42024,2808,2012,17.9,,1,17.9,17.9,Fairly hard
42025,2808,2013,17.2,,1,17.2,17.2,Fairly hard
42026,2808,2014,17.9,,1,17.9,17.9,Fairly hard
42027,2808,2015,17.9,,1,17.9,17.9,Fairly hard
42028,2808,2016,17.7,,1,17.7,17.7,Fairly hard
42029,2808,2017,19.3,,1,19.3,19.3,Hard
42030,2808,2018,19.3,,1,19.3,19.3,Hard
42031,2808,2019,19.3,,1,19.3,19.3,Hard
42032,2808,2020,17.2,,1,17.2,17.2,Fairly hard
42033,2808,2021,19,,1,19,19,Hard
42034,2808,2022,18.2,,1,18.2,18.2,Hard
42035,2808,2023,17.7,,1,17.7,17.7,Fairly hard
42036,2809,1993,20.6,,1,20.6,20.6,Hard
42037,2809,1994,20.7,,1,20.7,20.7,Hard
42038,2809,1995,20.7,,1,20.7,20.7,Hard
42039,2809,1996,21,,1,21,21,Hard
42040,2809,1997,20.9,,1,20.9,20.9,Hard
42041,2809,1998,21.7,,1,21.7,21.7,Hard
42042,2809,1999,20.6,,1,20.6,20.6,Hard
42043,2809,2001,22.2,,1,22.2,22.2,Hard
42044,2809,2002,22.4,,1,22.4,22.4,Hard
42045,2809,2004,21,,1,21,21,Hard
42046,2809,2006,20.4,,1,20.4,20.4,Hard
42047,2809,2008,20.4,,1,20.4,20.4,Hard
42048,2809,2010,20.2,,1,20.2,20.2,Hard
42049,2809,2014,23.2,,1,23.2,23.2,Hard
42050,2809,2016,23.7,,1,23.7,23.7,Hard
42051,2810,1993,23.6,,1,23.6,23.6,Hard
42052,2810,1994,23.4,,1,23.4,23.4,Hard
42053,2810,1995,23.5,,1,23.5,23.5,Hard
42054,2810,1997,24.2,,1,24.2,24.2,Very hard
42055,2810,1998,23.8,,1,23.8,23.8,Hard
42056,2810,1999,24.4,,1,24.4,24.4,Very hard
42057,2810,2001,25,,1,25,25,Very hard
42058,2810,2002,25.3,,1,25.3,25.3,Very hard
42059,2810,2005,26.2,,1,26.2,26.2,Very hard
42060,2810,2006,25.8,,1,25.8,25.8,Very hard
42061,2810,2007,24.2,,1,24.2,24.2,Very hard
42062,2810,2009,27.2,,1,27.2,27.2,Very hard
42063,2810,2010,24.7,,1,24.7,24.7,Very hard
42064,2810,2012,21.6,,1,21.6,21.6,Hard
42065,2810,2014,22.1,,1,22.1,22.1,Hard
42066,2810,2016,25.6,,1,25.6,25.6,Very hard
42067,2810,2018,23.9,,1,23.9,23.9,Hard
42068,2810,2019,25.6,,1,25.6,25.6,Very hard
42069,2810,2020,25.6,,1,25.6,25.6,Very hard
42070,2810,2021,22.3,,1,22.3,22.3,Hard
42071,2810,2022,23.9,,1,23.9,23.9,Hard
42072,2811,1993,15.4,,1,15.4,15.4,Fairly hard
42073,2811,1994,16,,1,16,16,Fairly hard
42074,2811,1995,15.8,,1,15.8,15.8,Fairly hard
42075,2811,1996,15.2,,1,15.2,15.2,Fairly hard
42076,2811,1997,15.5,,1,15.5,15.5,Fairly hard
42077,2811,1998,15.7,,1,15.7,15.7,Fairly hard
42078,2811,1999,15.4,,1,15.4,15.4,Fairly hard
42079,2811,2000,15.3,,1,15.3,15.3,Fairly hard
42080,2811,2001,14.7,,1,14.7,14.7,Fairly hard
42081,2811,2002,15.8,,1,15.8,15.8,Fairly hard
42082,2811,2003,15.8,,1,15.8,15.8,Fairly hard
42083,2811,2004,15.5,0.4,2,15.5,15.5,Fairly hard
42084,2811,2005,16.4,0.2,2,16.4,16.4,Fairly hard
42085,2811,2006,16.6,,1,16.6,16.6,Fairly hard
42086,2811,2007,15.6,,1,15.6,15.6,Fairly hard
42087,2811,2008,16,,1,16,16,Fairly hard
42088,2811,2009,15.3,,1,15.3,15.3,Fairly hard
42089,2811,2010,14.8,0.4,2,14.8,14.8,Fairly hard
42090,2811,2011,15.3,,1,15.3,15.3,Fairly hard
42091,2811,2012,15.8,,1,15.8,15.8,Fairly hard
42092,2811,2013,15.2,,1,15.2,15.2,Fairly hard
42093,2811,2014,16.1,,1,16.1,16.1,Fairly hard
42094,2811,2015,14.9,,1,14.9,14.9,Fairly hard
42095,2811,2016,15.2,,1,15.2,15.2,Fairly hard
42096,2811,2017,15.6,,1,15.6,15.6,Fairly hard
42097,2811,2019,16.1,,1,16.1,16.1,Fairly hard
42098,2811,2020,12.8,,1,12.8,12.8,Fairly hard
42099,2811,2021,16.2,,1,16.2,16.2,Fairly hard
42100,2811,2022,15.8,,1,15.8,15.8,Fairly hard
42101,2811,2023,15.1,,1,15.1,15.1,Fairly hard
42102,2812,1993,15.2,,1,15.2,15.2,Fairly hard
42103,2812,1994,15.5,,1,15.5,15.5,Fairly hard
42104,2812,1995,15.3,,1,15.3,15.3,Fairly hard
42105,2812,1996,15.5,,1,15.5,15.5,Fairly hard
42106,2812,1997,15.6,,1,15.6,15.6,Fairly hard
42107,2812,1998,15.6,,1,15.6,15.6,Fairly hard
42108,2812,1999,15.5,,1,15.5,15.5,Fairly hard
42109,2812,2000,14.8,,1,14.8,14.8,Fairly hard
42110,2812,2001,14.4,,1,14.4,14.4,Fairly hard
42111,2812,2002,15,,1,15,15,Fairly hard
42112,2812,2003,15.6,,1,15.6,15.6,Fairly hard
42113,2812,2004,15.4,,1,15.4,15.4,Fairly hard
42114,2812,2005,15.8,,1,15.8,15.8,Fairly hard
42115,2812,2006,13.6,,1,13.6,13.6,Fairly hard
42116,2812,2007,14.8,,1,14.8,14.8,Fairly hard
42117,2812,2008,15.2,,1,15.2,15.2,Fairly hard
42118,2812,2009,15.5,,1,15.5,15.5,Fairly hard
42119,2812,2011,14.5,,1,14.5,14.5,Fairly hard
42120,2812,2012,13.4,,1,13.4,13.4,Fairly hard
42121,2812,2013,13.7,,1,13.7,13.7,Fairly hard
42122,2812,2014,14,1.7,2,14.8,14.8,Fairly hard
42123,2812,2015,13.2,,1,13.2,13.2,Fairly hard
42124,2812,2016,14.8,1.2,2,15.3,15.3,Fairly hard
42125,2812,2017,14.7,1.1,2,15.2,15.2,Fairly hard
42126,2812,2018,15.7,3.1,2,17.3,17.3,Fairly hard
42127,2812,2019,14.8,1.2,2,15.4,15.4,Fairly hard
42128,2812,2020,13.9,1.1,2,14.5,14.5,Fairly hard
42129,2812,2021,13.3,0.9,2,12.8,12.8,Fairly hard
42130,2812,2022,13.3,0.2,2,13.2,13.2,Fairly hard
42131,2812,2023,12.7,1,2,13.2,13.2,Fairly hard
42132,2813,1993,17,,1,17,17,Fairly hard
42133,2813,1995,16.9,,1,16.9,16.9,Fairly hard
42134,2813,1997,17.5,,1,17.5,17.5,Fairly hard
42135,2813,1999,17.4,,1,17.4,17.4,Fairly hard
42136,2813,2001,16.1,,1,16.1,16.1,Fairly hard
42137,2813,2003,17.4,,1,17.4,17.4,Fairly hard
42138,2813,2005,16.3,,1,16.3,16.3,Fairly hard
42139,2813,2007,17.2,,1,17.2,17.2,Fairly hard
42140,2813,2009,16.8,,1,16.8,16.8,Fairly hard
42141,2813,2011,17,,1,17,17,Fairly hard
42142,2813,2012,16.5,,1,16.5,16.5,Fairly hard
42143,2813,2013,17,,1,17,17,Fairly hard
42144,2813,2015,16.7,,1,16.7,16.7,Fairly hard
42145,2813,2017,17,,1,17,17,Fairly hard
42146,2813,2019,16.4,,1,16.4,16.4,Fairly hard
42147,2813,2021,16.1,,1,16.1,16.1,Fairly hard
42148,2813,2022,16.8,,1,16.8,16.8,Fairly hard
42149,2813,2023,17,,1,17,17,Fairly hard
42150,2814,1993,16.9,,1,16.9,16.9,Fairly hard
42151,2814,1995,16.2,,1,16.2,16.2,Fairly hard
42152,2814,1997,16.3,,1,16.3,16.3,Fairly hard
42153,2814,1999,17.1,,1,17.1,17.1,Fairly hard
42154,2814,2001,15.7,,1,15.7,15.7,Fairly hard
42155,2814,2003,15.8,,1,15.8,15.8,Fairly hard
42156,2814,2005,16,,1,16,16,Fairly hard
42157,2814,2007,16.6,,1,16.6,16.6,Fairly hard
42158,2814,2009,16.6,,1,16.6,16.6,Fairly hard
42159,2814,2011,17.9,,1,17.9,17.9,Fairly hard
42160,2814,2013,15.6,,1,15.6,15.6,Fairly hard
42161,2814,2015,17,,1,17,17,Fairly hard
42162,2814,2017,18.1,,1,18.1,18.1,Hard
